ID,Site,Start_date,End_date,Midpoint,RoofedArea,Value
1986,Blagdon Park 2,-200,90,-55,50.29999924,3.9180050619963493
1987,Blagdon Park 2,-200,90,-55,38.5,3.6506582412937387
1988,Blagdon Park 2,-200,90,-55,95,4.553876891600541
1989,Blagdon Park 2,-200,90,-55,63.59999847,4.152613446289473
1990,Blagdon Park 2,-100,100,0,36.29999924,3.591817720334166
1991,Blagdon Park 2,-100,100,0,28.299999239999998,3.342861777794068
1992,Blagdon Park 2,-200,90,-55,56.79999924,4.039536312346824
1993,Blagdon Park 2,-200,90,-55,50.29999924,3.9180050619963493
1994,East Brunton,-100,50,-25,78.5,4.363098624788363
1995,East Brunton,-100,50,-25,75.40000153,4.3228072953056875
1996,East Brunton,-100,50,-25,78.5,4.363098624788363
1997,East Brunton,-100,50,-25,78.5,4.363098624788363
1998,East Brunton,-100,50,-25,84,4.430816798843313
1999,East Brunton,-100,50,-25,85,4.442651256490317
2000,East Brunton,-100,50,-25,28.299999239999998,3.342861777794068
2001,East Brunton,-100,50,-25,50.29999924,3.9180050619963493
2002,East Brunton,-100,50,-25,63.59999847,4.152613446289473
2003,East Brunton,-100,50,-25,176.6999969,5.174453361781791
2004,East Brunton,-100,50,-25,128.6999969,4.857484090515056
2005,West Brunton,-100,100,0,113.0999985,4.728272369859475
2006,West Brunton,-100,100,0,63.59999847,4.152613446289473
2007,West Brunton,-100,100,0,78.5,4.363098624788363
2008,West Brunton,-100,100,0,73.90000153,4.3027128486578095
2009,West Brunton,-100,100,0,122.6999969,4.809742326451992
2010,West Brunton,-100,100,0,95,4.553876891600541
2011,West Brunton,-100,100,0,50.29999924,3.9180050619963493
2012,West Brunton,-100,100,0,38.5,3.6506582412937387
2013,West Brunton,-100,100,0,38.5,3.6506582412937387
2014,Murton High Crags,-100,200,50,54.09999847,3.990834157571474
2015,Murton High Crags,-100,200,50,25.5,3.2386784521643803
2016,Murton High Crags,-100,200,50,44.20000076,3.7887248062782226
2017,Murton High Crags,-100,200,50,15.899999619999999,2.7663190853268143
2018,Murton High Crags,-100,200,50,60.79999924,4.107589776472121
2019,Murton High Crags,-100,200,50,51.5,3.9415818076696905
2020,Murton High Crags,-100,200,50,69.40000153,4.239886889558868
2021,Murton High Crags,-100,200,50,19.60000038,2.9755295856242263
2022,Murton High Crags,-100,200,50,66.5,4.197201947661808
2023,Murton High Crags,-100,200,50,38.5,3.6506582412937387
2024,Murton High Crags,-100,200,50,52.79999924,3.966511176318276
2025,Murton High Crags,-100,200,50,47.79999924,3.8670256235978284
2026,Murton High Crags,-100,200,50,78.5,4.363098624788363
2027,Murton High Crags,-100,200,50,28.299999239999998,3.342861777794068
2028,Murton High Crags,-100,200,50,30.200000760000002,3.4078419495463868
2029,"Doubstead, Scremerston",75,200,137.5,38.5,3.6506582412937387
2030,"Middle Gunnar Peak, Barrasford",150,200,175,28.299999239999998,3.342861777794068
2031,"Middle Gunnar Peak, Barrasford",75,200,137.5,56.79999924,4.039536312346824
2032,"Middle Gunnar Peak, Barrasford",150,200,175,19.60000038,2.9755295856242263
2033,"Middle Gunnar Peak, Barrasford",75,200,137.5,78.5,4.363098624788363
2034,"Middle Gunnar Peak, Barrasford",75,200,137.5,23.799999239999998,3.1696855487446554
2035,"Middle Gunnar Peak, Barrasford",75,200,137.5,60.79999924,4.107589776472121
2036,"Middle Gunnar Peak, Barrasford",75,200,137.5,113.0999985,4.728272369859475
2037,Belling Law,-100,300,100,52.79999924,3.966511176318276
2038,Belling Law,-100,300,100,28.299999239999998,3.342861777794068
2039,Belling Law,-100,300,100,67.90000153,4.2180360570977875
2040,Belling Law,-100,300,100,40.70000076,3.7062281111217676
2041,Belling Law,-100,300,100,75.40000153,4.3228072953056875
2042,Hartburn,-100,200,50,95,4.553876891600541
2043,Hartburn,-100,200,50,38.5,3.6506582412937387
2044,Hartburn,-100,200,50,153.8999939,5.036303001208705
2045,Hartburn,-100,200,50,153.8999939,5.036303001208705
2046,Hartburn,-100,200,50,78.5,4.363098624788363
2047,Hartburn,-100,200,50,113.0999985,4.728272369859475
2048,Hartburn,-100,200,50,70.90000153,4.261270455117772
2049,Hartburn,100,200,150,95,4.553876891600541
2050,Hartburn,100,200,150,52.5,3.960813169597578
2051,Hartburn,-100,200,50,15.899999619999999,2.7663190853268143
2052,Hartburn,-100,200,50,122.6999969,4.809742326451992
2053,Hartburn,-100,200,50,56.79999924,4.039536312346824
2054,Hartburn,-100,200,50,113.0999985,4.728272369859475
2055,Hartburn,-100,200,50,78.5,4.363098624788363
2056,Hartburn,-100,200,50,70.90000153,4.261270455117772
2057,Hartburn,-100,200,50,153.8999939,5.036303001208705
2058,Hartburn,-100,200,50,95,4.553876891600541
2059,Hartburn,0,100,50,201.1000061,5.303802327111773
2060,Hartburn,-100,200,50,86.59999847,4.461299797900953
2061,Hartburn,-100,200,50,63.59999847,4.152613446289473
2062,Hartburn,-100,200,50,86.59999847,4.461299797900953
2063,Hartburn,-100,200,50,70.90000153,4.261270455117772
2064,Hartburn,-100,200,50,103.9000015,4.643428912542141
2065,Hartburn,-100,200,50,78.5,4.363098624788363
2066,Hartburn,-100,200,50,113.0999985,4.728272369859475
2067,"Tower Knowe, Wellhaugh",1,200,100.5,47.79999924,3.8670256235978284
2068,"Tower Knowe, Wellhaugh",1,200,100.5,70.90000153,4.261270455117772
2069,"Tower Knowe, Wellhaugh",1,200,100.5,44.20000076,3.7887248062782226
2070,"Tower Knowe, Wellhaugh",138,200,169,30,3.4011973816621555
2071,"Tower Knowe, Wellhaugh",1,200,100.5,78.5,4.363098624788363
2072,"Tower Knowe, Wellhaugh",138,200,169,28.299999239999998,3.342861777794068
2073,"Tower Knowe, Wellhaugh",138,200,169,19.60000038,2.9755295856242263
2074,Hoodsclose,-100,50,-25,124.6999969,4.825910827826327
2075,Hoodsclose,-100,50,-25,70.90000153,4.261270455117772
2076,Hoodsclose,-100,50,-25,63.59999847,4.152613446289473
2077,Hoodsclose,-100,50,-25,113.0999985,4.728272369859475
2078,"Pegswood Moor, Morpeth",-100,100,0,93.30000305,4.535820140543544
2079,"Pegswood Moor, Morpeth",100,150,125,43,3.7612001156935624
2080,"Pegswood Moor, Morpeth",100,150,125,39.59999847,3.6788290796240704
2081,"Pegswood Moor, Morpeth",100,150,125,46.59999847,3.8416005082989817
2082,"Pegswood Moor, Morpeth",100,150,125,66.5,4.197201947661808
2083,"Pegswood Moor, Morpeth",-100,100,0,118.8000031,4.77744143302282
2084,"Pegswood Moor, Morpeth",-100,100,0,95,4.553876891600541
2085,"Pegswood Moor, Morpeth",100,150,125,49,3.8918202981106265
2086,"Pegswood Moor, Morpeth",100,150,125,38.5,3.6506582412937387
2087,"Pegswood Moor, Morpeth",100,150,125,78.5,4.363098624788363
2088,"Pegswood Moor, Morpeth",100,150,125,67.90000153,4.2180360570977875
2089,"Pegswood Moor, Morpeth",-100,100,0,39.59999847,3.6788290796240704
2090,"Pegswood Moor, Morpeth",100,150,125,59.5,4.085976312551584
2091,A69 Haltwhistle,-100,120,10,60.79999924,4.107589776472121
2092,Tynemouth,-100,200,50,153.8999939,5.036303001208705
2093,Tynemouth,-100,200,50,16.60000038,2.8094027182540637
2094,Huckhoe,-100,400,150,49,3.8918202981106265
2095,Huckhoe,-100,400,150,76.69999695,4.33990166860789
2096,Huckhoe,-100,400,150,55.09999847,4.009149688391173
2097,Fawden Dean,-180,250,35,19.60000038,2.9755295856242263
2098,Fawden Dean,-100,250,75,19.60000038,2.9755295856242263
2099,Gubeon Cottage,100,200,150,29.200000760000002,3.374168735301633
2100,Gubeon Cottage,100,200,150,35.29999924,3.5638829424095055
2101,West Gunnar Peak,-100,200,50,20.39999962,3.0155348822227195
2102,West Gunnar Peak,-100,200,50,64.09999847,4.160444340057669
2103,West Gunnar Peak,-100,200,50,58.09999847,4.062165637523958
2104,West Gunnar Peak,-100,200,50,24.60000038,3.2027464583854717
2105,West Gunnar Peak,-100,200,50,56.79999924,4.039536312346824
2106,West Gunnar Peak,-100,200,50,38.5,3.6506582412937387
2107,"Crosshill, Penrith",175,250,212.5,123.5,4.816241156068032
2108,"Crosshill, Penrith",175,250,212.5,29.299999239999998,3.3775874900844545
2109,"Crosshill, Penrith",100,175,137.5,113.0999985,4.728272369859475
2110,"Crosshill, Penrith",100,175,137.5,12,2.4849066497880004
2111,Kirkby Thore,70,400,235,17.700000760000002,2.8735646825176357
2112,"Glencoyne Park, Ullswater",-100,200,50,19.60000038,2.9755295856242263
2113,"Old Carlisle Farm, Wigton",100,300,200,144,4.969813299576001
2114,"Baldhowend, Matterdale",-100,300,100,63.59999847,4.152613446289473
2115,"Dobcross Hall, Dalston",100,200,150,63,4.143134726391533
2116,Fingland,300,325,312.5,65,4.174387269895637
2117,"Skye Road, Wigton",100,400,250,32.5,3.481240089335692
2118,Eller Beck,180,350,265,18.10000038,2.895911959266255
2119,Old Brampton,275,325,300,53.29999924,3.975936316912887
2120,Maryport,100,400,250,50.70000076,3.9259259255872756
2121,Maryport,100,400,250,85,4.442651256490317
2122,"Ewe Close, Crosby Ravensworth",100,300,200,300.6000061,5.705780497611622
2123,"Ewe Close, Crosby Ravensworth",100,300,200,48.40000153,3.8794998453341556
2124,"Ewe Close, Crosby Ravensworth",100,300,200,131,4.875197323201151
2125,"Ewe Close, Crosby Ravensworth",100,300,200,25.5,3.2386784521643803
2126,"Ewe Close, Crosby Ravensworth",100,300,200,102.1999969,4.626931647436923
2127,"Ewe Close, Crosby Ravensworth",100,300,200,17.299999239999998,2.8507064575730965
2128,"Ewe Close, Crosby Ravensworth",100,300,200,181.5,5.201255653704905
2129,Old Penrith Fort,100,275,187.5,170,5.135798437050262
2130,Brougham (OA North),300,350,325,63.20000076,4.1463043131781285
2131,Brougham (OA North),200,300,250,39,3.6635616461296463
2132,Manchester,77,400,238.5,26.299999239999998,3.26956891028638
2133,Manchester,77,400,238.5,26.5,3.2771447329921766
2134,Manchester,77,400,238.5,100,4.605170185988092
2135,"Barker House Farm, Lancaster University",27,379,203,113.0999985,4.728272369859475
2136,"Dutton's Farm, Lathom, West Lancashire",-100,200,50,56.79999924,4.039536312346824
2137,"Dutton's Farm, Lathom, West Lancashire",-100,200,50,60.79999924,4.107589776472121
2138,Brunt Boggart,75,200,137.5,35,3.5553480614894135
2139,Brunt Boggart,75,200,137.5,70,4.248495242049359
2140,Lancaster vicus,100,200,150,45.90000153,3.8264651503998324
2141,Lancaster vicus,100,350,225,778.9000015,6.657882669851696
2142,Manchester,160,200,180,18.89999962,2.9391619019597766
2143,Walton le Dale,70,350,210,14.80000019,2.694627193607907
2144,Walton le Dale,70,350,210,93.5,4.537961436294641
2145,Walton le Dale,70,350,210,200,5.298317366548036
2146,Walton le Dale,70,350,210,121,4.795790545596741
2147,Walton le Dale,70,350,210,84,4.430816798843313
2148,"Irby, Wirral",100,300,200,107.5,4.677490847567717
2149,"Irby, Wirral",120,300,210,95,4.553876891600541
2150,Whitton Lodge,1,340,170.5,102,4.624972813284271
2151,Whitton Lodge,1,340,170.5,63.29999924,4.147885317143811
2152,Whitton Lodge,1,340,170.5,24.39999962,3.1945831167253855
2153,Whitton Lodge,1,340,170.5,70.90000153,4.261270455117772
2154,Whitton Lodge,1,340,170.5,107,4.672828834461906
2155,Whitton Lodge,1,340,170.5,132.6999969,4.888090917977197
2156,Whitton Lodge,1,340,170.5,91.59999847,4.517431254977028
2157,Whitton Lodge,1,340,170.5,165.1000061,5.106551387873386
2158,Whitton Lodge,1,340,170.5,21,3.044522437723423
2159,Whitton Lodge,1,340,170.5,72.40000153,4.282206320524267
2160,Whitton Lodge,1,340,170.5,68.80000305,4.231203789270692
2161,Whitton Lodge,1,340,170.5,75.40000153,4.3228072953056875
2162,Whitton Lodge,1,340,170.5,220,5.393627546352362
2163,Whitton Lodge,1,340,170.5,113.0999985,4.728272369859475
2164,Whitton Lodge,1,340,170.5,81.69999695,4.403053964534255
2165,Biglis,1,350,175.5,75.40000153,4.3228072953056875
2166,Biglis,1,350,175.5,78.5,4.363098624788363
2167,Biglis,30,350,190,38.5,3.6506582412937387
2168,Biglis,1,350,175.5,95,4.553876891600541
2169,Caldicot (Caerwent Quarry),100,150,125,63.59999847,4.152613446289473
2170,Caldicot (Caerwent Quarry),75,350,212.5,228,5.429345628954441
2171,Caldicot (Caerwent Quarry),75,350,212.5,63.59999847,4.152613446289473
2172,Caldicot (Caerwent Quarry),100,150,125,28.299999239999998,3.342861777794068
2173,Caldicot (Caerwent Quarry),100,150,125,38.5,3.6506582412937387
2174,Caldicot (Caerwent Quarry),100,150,125,54.09999847,3.990834157571474
2175,"Thornwell Farm, Chepstow",250,300,275,19.60000038,2.9755295856242263
2176,"Thornwell Farm, Chepstow",200,300,250,15.899999619999999,2.7663190853268143
2177,"Thornwell Farm, Chepstow",-100,50,-25,15.899999619999999,2.7663190853268143
2178,"Thornwell Farm, Chepstow",50,100,75,23.799999239999998,3.1696855487446554
2179,"Thornwell Farm, Chepstow",200,300,250,12.600000380000001,2.5336968441161623
2180,"Thornwell Farm, Chepstow",50,100,75,19.60000038,2.9755295856242263
2181,"Thornwell Farm, Chepstow",50,100,75,60.79999924,4.107589776472121
2182,"Thornwell Farm, Chepstow",40,350,195,120.8000031,4.794136311162966
2183,"Thornwell Farm, Chepstow",40,350,195,63.59999847,4.152613446289473
2184,"Thornwell Farm, Chepstow",150,400,275,28.299999239999998,3.342861777794068
2185,RAF St Athan,-170,80,-45,50.29999924,3.9180050619963493
2186,RAF St Athan,-170,80,-45,28.299999239999998,3.342861777794068
2187,Great Bulmore,100,325,212.5,197.3999939,5.285232096097658
2188,Ely Roman villa,100,325,212.5,480.3999939,6.174619077508076
2189,Ely Roman villa,100,324,212,520.5,6.254789888055024
2190,Mynydd Bychan,-50,50,0,29.200000760000002,3.374168735301633
2191,Mynydd Bychan,50,100,75,80.09999847,4.3832758349731895
2192,Mynydd Bychan,-50,50,0,16.60000038,2.8094027182540637
2193,Mynydd Bychan,50,100,75,56.79999924,4.039536312346824
2194,Mynydd Bychan,50,100,75,67.19999695,4.207673202142198
2195,Cae Summerhouse Camp,1,400,200.5,65,4.174387269895637
2196,"Newhouse Park, Chepstow",0,200,100,100,4.605170185988092
2197,Goldcliff West,-50,220,85,43.29999924,3.768152617456481
2198,Castle Ditches,-100,400,150,28.299999239999998,3.342861777794068
2199,Bishopstone Valley,-100,200,50,12,2.4849066497880004
2200,Stackpole Warren,-100,300,100,33.79999924,3.5204607800037655
2201,Stackpole Warren,-100,300,100,47.79999924,3.8670256235978284
2202,Woodside Camp,-100,200,50,78.5,4.363098624788363
2203,Woodside Camp,-100,200,50,77,4.343805421853684
2204,Woodside Camp,-100,200,50,60.79999924,4.107589776472121
2205,Woodside Camp,-100,200,50,23.799999239999998,3.1696855487446554
2206,Dan-y-Coed,150,200,175,51.90000153,3.9493188196516114
2207,Dan-y-Coed,300,408,354,48.29999924,3.877431544923537
2208,Coygan Camp,270,300,285,23.799999239999998,3.1696855487446554
2209,Coygan Camp,270,300,285,14.30000019,2.660259550552575
2210,"Penycoed, Llangynog",219,357,288,15.899999619999999,2.7663190853268143
2211,Cwmbrwyn,100,350,225,225.6999969,5.419206670088443
2212,"Porth y Rhaw, Solva",-384,531,73.5,66.5,4.197201947661808
2213,Pen Dinas,-100,70,-15,68.59999847,4.228292512428633
2214,"Land West of Pengoilan, Llanfihangel Aberbythych",1,100,50.5,165.1000061,5.106551387873386
2215,Dinorben,-100,420,160,45.40000153,3.815512138747742
2216,Dinorben,-100,420,160,29.200000760000002,3.374168735301633
2217,Dinorben,400,500,450,65,4.174387269895637
2218,Dinorben,-100,420,160,29.200000760000002,3.374168735301633
2219,Dinorben,-100,420,160,45.40000153,3.815512138747742
2220,Dinorben,-100,420,160,23.799999239999998,3.1696855487446554
2221,Dinorben,-100,420,160,45.40000153,3.815512138747742
2222,Dinorben,-100,420,160,65,4.174387269895637
2223,Dinorben,-100,420,160,89.90000153,4.498697958496484
2224,Dinorben,-100,420,160,29.200000760000002,3.374168735301633
2225,Dinorben,259,335,297,307.8999939,5.729775035118827
2226,Caersws Vicus,150,250,200,22.5,3.1135153092103742
2227,Caersws Vicus,75,300,187.5,21.200000760000002,3.054001217527023
2228,Caersws Vicus,75,300,187.5,193.1000061,5.2632082210243185
2229,Caersws Vicus,75,300,187.5,779.0999756,6.6581393760186245
2230,"Collfryn, Llansantffraid Deuddwr, Powys",-120,-70,-95,52.79999924,3.966511176318276
2231,Prestatyn,150,160,155,39.59999847,3.6788290796240704
2232,Prestatyn,275,325,300,66,4.189654742026425
2233,Prestatyn,120,160,140,28,3.332204510175204
2234,"Jamesford, Montgomery",100,300,200,60,4.0943445622221
2235,"Bryn Eryr Farm, Llansadwrn",-100,100,0,86.59999847,4.461299797900953
2236,"Bryn Eryr Farm, Llansadwrn",-100,100,0,93.30000305,4.535820140543544
2237,"Bryn Eryr Farm, Llansadwrn",100,300,200,18.10000038,2.895911959266255
2238,"Bush Farm, Llanfairisgaer",-50,350,150,47.79999924,3.8670256235978284
2239,"Bush Farm, Llanfairisgaer",-50,350,150,111.1999969,4.711330353938783
2240,"Rhiwgoch, Harlech",-25,200,87.5,165.1000061,5.106551387873386
2241,"Parc Bryn Cegin, Llandygai",-100,300,100,63.59999847,4.152613446289473
2242,"Parc Bryn Cegin, Llandygai",-100,300,100,188.6999969,5.240158435946311
2243,"Parc Bryn Cegin, Llandygai",-100,300,100,95,4.553876891600541
2244,"Parc Bryn Cegin, Llandygai",-100,300,100,63.59999847,4.152613446289473
2245,"Parc Bryn Cegin, Llandygai",-100,300,100,69.40000153,4.239886889558868
2246,"Parc Bryn Cegin, Llandygai",-100,300,100,38.5,3.6506582412937387
2247,"Cae Metta, Llanddeiniolen",100,350,225,105.8000031,4.661550548724765
2248,"Ty Mawr, Holyhead",200,400,300,102.0999985,4.625952710479141
2249,Tai Cochion,100,350,225,70,4.248495242049359
2250,Tai Cochion,100,350,225,243,5.493061443340548
2251,"Pen-y-Groes Cottage, Llanddeiniolen",200,300,250,67.90000153,4.2180360570977875
2252,"Pen-y-Groes Cottage, Llanddeiniolen",200,300,250,51.5,3.9415818076696905
2253,Cefn Graeanog II,150,350,250,30.200000760000002,3.4078419495463868
2254,Cefn Graeanog II,150,350,250,28,3.332204510175204
2255,Cefn Graeanog II,150,350,250,38.5,3.6506582412937387
2256,Cefn Graeanog II,150,350,250,28,3.332204510175204
2257,Cefn Graeanog II,150,350,250,31.200000760000002,3.440418119174411
2258,Cefn Graeanog II,50,150,100,38.5,3.6506582412937387
2259,"Graeanog, Clynnog",300,375,337.5,40,3.6888794541139363
2260,"Graeanog, Clynnog",-200,75,-62.5,63.59999847,4.152613446289473
2261,"Graeanog, Clynnog",75,325,200,44.20000076,3.7887248062782226
2262,"Cefn Du, Gaerwen",-100,200,50,52.79999924,3.966511176318276
2263,"Cefn Cwmwd, Rhostrehwfa",-360,500,70,24.60000038,3.2027464583854717
2264,"Cefn Cwmwd, Rhostrehwfa",120,440,280,28.299999239999998,3.342861777794068
2265,"Cefn Cwmwd, Rhostrehwfa",200,400,300,33.20000076,3.502549898814009
2266,"Cefn Cwmwd, Rhostrehwfa",200,300,250,50.29999924,3.9180050619963493
2267,"Cefn Cwmwd, Rhostrehwfa",-120,240,60,33.20000076,3.502549898814009
2268,"Cefn Cwmwd, Rhostrehwfa",75,125,100,40.70000076,3.7062281111217676
2269,"Melin y Plas, Bryngwran",-30,130,50,118.8000031,4.77744143302282
2270,"Melin y Plas, Bryngwran",0,100,50,143.1000061,4.963543729189937
2271,"Melin y Plas, Bryngwran",0,100,50,122.6999969,4.809742326451992
2272,"Hafotty-wern-las, Rhostryfan",100,350,225,116.9000015,4.761318881309503
2273,"Hafotty-wern-las, Rhostryfan",100,350,225,150.8999939,5.016617325349681
2274,"Coed-y-Brain, Rhostryfan",100,350,225,21.200000760000002,3.054001217527023
2275,"Coed-y-Brain, Rhostryfan",100,350,225,14.5,2.6741486494265287
2276,"Coed-y-Brain, Rhostryfan",100,350,225,56.79999924,4.039536312346824
2277,"Porth Dafarch, Holyhead",100,400,250,111.1999969,4.711330353938783
2278,"Porth Dafarch, Holyhead",100,400,250,58.09999847,4.062165637523958
2279,Din Lligwy,250,400,325,30.799999239999998,3.4275146653042037
2280,Din Lligwy,250,400,325,65.69999695,4.185098879067429
2281,Din Lligwy,250,400,325,75.40000153,4.3228072953056875
2282,Din Lligwy,250,400,325,75.40000153,4.3228072953056875
2283,Din Lligwy,250,400,325,64.19999695,4.1620031631881265
2284,Din Lligwy,250,400,325,34.29999924,3.5351453320144595
2285,Din Lligwy,250,400,325,39.5,3.676300671907076
2286,Dinas Emrys,375,500,437.5,116.9000015,4.761318881309503
2287,Cors-Y-Gedol,100,200,150,45.40000153,3.815512138747742
2288,Cors-Y-Gedol,100,200,150,45.40000153,3.815512138747742
2289,Tre'r Creiri,1,400,200.5,18,2.8903717578961645
2290,Tre'r Creiri,1,400,200.5,24.10000038,3.182211856264244
2291,Tre'r Creiri,1,400,200.5,18.799999239999998,2.9338568294103706
2292,Tre'r Creiri,1,400,200.5,12.30000019,2.5095992778255263
2293,Tre'r Creiri,1,400,200.5,22.60000038,3.1179499230923993
2294,Tre'r Creiri,1,400,200.5,62.29999924,4.131961413594371
2295,Tre'r Creiri,1,400,200.5,66.5,4.197201947661808
2296,Tre'r Creiri,1,400,200.5,40.90000153,3.7111301004570683
2297,Tre'r Creiri,1,400,200.5,36.29999924,3.591817720334166
2298,Tre'r Creiri,1,400,200.5,14.5,2.6741486494265287
2299,Tre'r Creiri,1,400,200.5,11.100000380000001,2.406945142552522
2300,Tre'r Creiri,1,400,200.5,30.10000038,3.404525184379415
2301,Tre'r Creiri,1,400,200.5,24.299999239999998,3.190476319070782
2302,Tre'r Creiri,1,400,200.5,47.79999924,3.8670256235978284
2303,Cefn Graenog I,200,400,300,41.90000153,3.7352858634436044
2304,Cefn Graenog I,140,180,160,35.29999924,3.5638829424095055
2305,Caerau I,-27,180,76.5,361.1000061,5.889154945176239
2306,Caerau I,-27,180,76.5,534.4000092,6.281144639438005
2307,Caerau II,150,300,225,642.4000244,6.465211200615117
2308,Bryn Y Castell,-100,250,75,72.40000153,4.282206320524267
2309,Bryn Y Castell,-100,250,75,28.299999239999998,3.342861777794068
2310,Bryn Y Castell,-100,250,75,63.59999847,4.152613446289473
2311,Bryn Y Castell,-100,250,75,25,3.2188758248682006
2312,"Caer Mynydd, Rhiwlas",250,450,350,56.79999924,4.039536312346824
2313,"Caer Mynydd, Rhiwlas",250,450,350,34.20000076,3.5322256662907816
2314,"Caer Mynydd, Rhiwlas",250,450,350,62.40000153,4.133565299894612
2315,"Caer Mynydd, Rhiwlas",250,450,350,65,4.174387269895637
2316,Alcester,250,300,275,90.30000305,4.50313749419924
2317,Alcester,250,300,275,28,3.332204510175204
2318,Alcester,175,200,187.5,113.5999985,4.732683493082826
2319,Alcester,120,160,140,141,4.948759890378168
2320,Alcester,250,300,275,31.5,3.449987545831587
2321,Alcester,350,400,375,72,4.276666119016055
2322,Alcester,300,350,325,29.299999239999998,3.3775874900844545
2323,Alcester,200,250,225,17.5,2.8622008809294686
2324,Alcester,160,400,280,84,4.430816798843313
2325,Alcester,350,400,375,23,3.1354942159291497
2326,Alcester,350,400,375,340.3999939,5.830121378779125
2327,Alcester,50,120,85,113.0999985,4.728272369859475
2328,Alcester,300,400,350,93.5,4.537961436294641
2329,Alcester,275,325,300,249.5,5.519458915191573
2330,Alcester,350,400,375,30.200000760000002,3.4078419495463868
2331,Alchester,350,400,375,76,4.330733340286331
2332,Alchester,300,360,330,82.80000305,4.416428098226962
2333,Alchester,240,330,285,113.0999985,4.728272369859475
2334,Alchester,350,400,375,21,3.044522437723423
2335,Alchester,300,360,330,12.5,2.5257286443082556
2336,Alchester,180,250,215,155.3000031,5.045358750116006
2337,Alchester,240,330,285,30,3.4011973816621555
2338,Alcester,125,150,137.5,38.5,3.6506582412937387
2339,Alcester,250,350,300,7.199999809,1.9740809994942317
2340,Bath,175,400,287.5,199.8999939,5.297817210991096
2341,Bath,60,400,230,212.5,5.358941988364472
2342,Bitterne,300,350,325,39.40000153,3.6737658551363745
2343,Dorchester-on-Thames,400,500,450,77.5,4.350277936359301
2344,Carlisle,80,400,240,24.299999239999998,3.190476319070782
2345,Godmanchester,80,400,240,60,4.0943445622221
2346,Water Newton,120,400,260,180.8999939,5.197944358680961
2347,Chelmsford,210,310,260,64.80000305,4.171305650426129
2348,Caves' Inn,50,450,250,13.19999981,2.5802168151983857
2349,Caves' Inn,200,450,325,86.80000305,4.4636066568045525
2350,Chesterton-on-Fosse,200,300,250,95.09999847,4.554928953463016
2351,Chelmsford,120,180,150,99,4.59511985013459
2352,Chelmsford,60,100,80,39.29999924,3.671224499536793
2353,Irchester,50,200,125,12,2.4849066497880004
2354,Irchester,50,200,125,19,2.9444389791664403
2355,Worcester,120,130,125,42,3.7376696182833684
2356,"Rochester, Havisham Centre",80,220,150,24,3.1780538303479458
2357,Irchester,80,300,190,12,2.4849066497880004
2358,Catterick,98,200,149,192,5.2574953720277815
2359,Catterick,160,200,180,161,5.081404364984463
2360,Catterick,160,200,180,3467,8.151044945685024
2361,Carlisle,200,300,250,32.59999847,3.4843122414401457
2362,"Silchester, Insula IX",300,450,375,171.9720001,5.147331673445425
2363,"Silchester, Insula IX",80,150,115,85.36199951,4.446901031156826
2364,"Silchester, Insula IX",80,150,115,79.10199738,4.370738125782233
2365,"Silchester, Insula IX",80,150,115,39.56000137,3.677818541385451
2366,"Silchester, Insula IX",80,150,115,131.4889984,4.878923185760515
2367,"Silchester, Insula IX",300,450,375,24.5,3.1986731175506815
2368,"Silchester, Insula IX",300,450,375,188.0010071,5.236447319730495
2369,"Silchester, Insula IX",300,450,375,92.11299896,4.523016072932837
2370,"Silchester, Insula IX",80,150,115,186.2140045,5.226896574152162
2371,"Silchester, Insula IX",200,300,250,78.61100006,4.3645116395158645
2372,"Silchester, Insula IX",150,200,175,80.58699799,4.3893373212393305
2373,"Silchester, Insula IX",150,200,175,95.31999969,4.557239648978339
2374,"Silchester, Insula IX",150,200,175,292.0299988,5.676856532607778
2375,"Silchester, Insula IX",150,200,175,170.7059937,5.139942741661998
2376,"Silchester, Insula IX",200,300,250,497.7810059,6.2101602331187475
2377,"Silchester, Insula IX",200,300,250,54.13299942,3.99144397069069
2378,Exeter,80,160,120,70,4.248495242049359
2379,Exeter,120,160,140,157.3000031,5.058154829771797
2380,Exeter,120,160,140,21.25,3.056356895370426
2381,Exeter,120,160,140,29,3.367295829986474
2382,Exeter,120,160,140,84.5,4.436751534363128
2383,Exeter,100,200,150,12,2.4849066497880004
2384,Exeter,80,160,120,42,3.7376696182833684
2385,Exeter,275,350,312.5,2517,7.830822995135316
2386,Exeter,150,200,175,13.43999958,2.5982353038450032
2387,Exeter,150,225,187.5,24,3.1780538303479458
2388,Exeter,160,400,280,63.95999908,4.158257873581763
2389,Exeter,160,400,280,127.4250031,4.847527980554141
2390,Exeter,160,400,280,304.7680054,5.719550849142738
2391,Exeter,180,325,252.5,23.39999962,3.1527360061243392
2392,Exeter,160,400,280,85,4.442651256490317
2393,Exeter,250,300,275,148.8999939,5.003274898722871
2394,Exeter,350,400,375,98,4.584967478670572
2395,Exeter,275,350,312.5,168,5.123963979403259
2396,Catterick,200,260,230,75,4.31748811353631
2397,Catterick,200,260,230,75,4.31748811353631
2398,Catterick,350,380,365,78,4.356708826689592
2399,Catterick,350,380,365,52,3.9512437185814275
2400,Catterick,250,355,302.5,105.1999969,4.655863270835929
2401,Catterick,350,380,365,47.29999924,3.8565102794302337
2402,Catterick,250,355,302.5,40.5,3.7013019741124933
